OBJECTID,NEIGH_NO,Neighborhood Subtype,Neighborhood Name,Neighborhood Type,Area Acres,Area Square Miles,ACS Vinatage,Total Population,People of Color,Percent People of Color,Total Households,Percent less than a high school education,Percent bachelor degree or higher,Total Housing Units,Percent 1-unit detached,Percent of Population Speaks a Language Other than English,Percent of Population Speaks English Less than Very Well,Percent of Households with Limited English,Renter Households,Percent of Renter Households,Owner Households,Percent of Owner Households,Percent of Population 18 years and Over with a Disability,Percent of the Civilian Noninstitutionalized Population without Health Insurance,Percent of Workers Taking Public Transit,Per Capita Income,"Percent of Households with Income $100,000 or more","Percent of Family Households with Income $100,000 or more","Percent of Nonfamily Households with Income $100,000 or more",Percent of Population with income to poverty ratio below 2.0,People per Acre,Households per Acre,Housing Units per Acre,Children under 5,Children under 18,Older Adults 65 and over,Median Age,Male,Female,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some Other Race alone,Not Hispanic or Latino Two or more races,Hispanic or Latino (of any race),Family Households (families),Nonfamily Households,Householder Living Alone,Less than a high school education,Bachelor degree or higher,Workers 16 years and over,Worked from home,Car truck or van - drove alone,Public Transportation (excluding taxicab),No Vehicles Available,Travel Time <15 Minutes,Travel Time 15-29 Minutes,Travel Time 30-44 Minutes,Travel Time 45-59 Minutes,Travel Time 60-89 Minutes,Travel Time 90+ Minutes,1-unit detached,Low Density Housing (1-unit att - 4 units),Medium Density Housing (5-49 units),High Density Housing (50+ units),Overcrowded Units (>1 occupants/room),No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,Population 18 years and Over,Population 18 years and Over with a Disability,Population Civilian Noninstitutionalized,Population without Health Insurance,Population 5 years and Over,Population Speaks a Language Other than English,Population Speaks English Less than Very Well,Households with Limited English,Spanish Limited English Speaking Households,Other Indo-European Languages Limited English Speaking Households,Asian and Pacific Island Languages Limited English Speaking Households,Other Languages Limited English Speaking Households,Gross Rent 30% or more of Household Income,Owner housing units with a mortgage where selected monthly onwer costs as a percentage of household income can be computed,Monthly Costs 30% or more of Household Income (owners with a mortgage),Population 25 years and Over,Household Population,Family Household Population,Owner Household Population,Renter Household Population,"Household Income $100,000 or more","Family Household Income $100,000 or more","Nonfamily Household Income $100,000 or more","Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Households with People under 18 years,Households with People 65 years and over,Working Age Adults to 64 Years,Group Quarters Population,Population 16 years and over,Population 16 years and over not in labor force,Population 16 years and over in civilian labor force,Population 16 years and over in civilian labor force unemployed,Population for whom poverty status is determined,People with Income to Poverty Ratio Under .50,People with Income to Poverty .50 to .99,People with Income to Poverty 1.00 to 1.24,People with Income to Poverty 1.25 to 1.49,People with Income to Poverty 1.50 to 1.84,People with Income to Poverty 1.85 to 1.99,People with Income to Poverty 2.00 and over,Families for whom poverty status is determined,Families with income in the past 12 months below poverty level,Married-couple family with related children of the householder under 18 years below poverty,Married-couple family without related children of the householder under 18 years below poverty,Single parents with related children of the householder under 18 years below poverty,Other family below poverty,Population 20 to 64 years for whom poverty status is determined,Population 20 to 64 years below poverty,Population 20 to 64 years below poverty employed,Population 20 to 64 years employed,"Earnings $50,000 or More Male Workers","Earnings $50,000 or More Female Workers",Population 16 years and over with earnings,Males 16 years and over with earnings,Females 16 years and over with earnings,Percent of Primary School Students (grades 1-8) Enrolled in Private School,Percent of Secondary School Students (grades 9-12) Enrolled in Private School,Percent of Households with 1 or more Persons with a Disability,Primary School Enrollment (grades 1-8)  in Public School,Primary School Enrollment (grades 1-8)  in Private School,Secondary School Enrollment (grades 9-12) in Public School,Secondary School Enrollment (grades 9-12) in Private School,Households with 1 or Persons with a Disability,Shape__Area,Shape__Length
67,13.3,Coummunity Reporting Area,Pioneer Square/International District,CRA,180.802888353606,0.282504513052509,5Y24,6710,4418,65.8,4415,23.5,36.7,5080,1,43.7,26.1,23.7,4131,93.6,284,6.4,30.8,10.8,34.5,42518,19.3,30.2,16.2,53.3,37.1122389752807,24.4188576864179,28.0968962733868,128,343,1530,40.9,3992,2718,2292,536,22,2751,84,51,649,325,827,3588,3218,1375,2144,3338,671,680,1153,3070,755,796,538,449,66,63,52,38,1275,3715,272,1607,2093,635,52,0,28,6312,1941,6655,717,6582,2875,1721,1047,20,31,976,20,2112,190,46,5845,6154,2149,400,5754,851,250,583,1451,816,526,258,354,236,1195,4837,556,6382,2539,3798,393,6694,936,1446,612,245,238,93,3124,827,294,0,227,47,20,4784,1366,462,3201,1311,597,3947,2553,1394,11.4,0,34.8,155,20,108,0,1537,7875773.81622314,17697.5216096717
68,4.1,Coummunity Reporting Area,Rainier Beach,CRA,1363.94419769953,2.13116280890551,5Y24,16710,12027,72,6181,13.3,38.5,6517,70.3,36.7,19.4,10.2,1979,32,4202,68,13.8,7.3,10.7,53808,52.7,61.2,33.6,26,12.251234345352,4.5317103224788,4.77805471146972,923,3567,2477,38.9,7719,8991,4683,4136,171,4546,0,231,1184,1759,4237,1944,1533,1599,4620,8765,1692,4463,935,516,757,2762,2222,827,376,129,4580,661,761,485,349,160,701,1539,1895,1396,490,13115,1807,16682,1222,15787,5792,3055,633,99,0,396,138,1169,3047,1082,12004,16571,14082,10982,5589,3259,2595,653,3885,1856,1671,498,1030,2097,1953,10666,139,13521,4152,9341,401,16708,867,1085,751,456,946,240,12363,4237,316,92,9,199,16,10525,872,373,8220,2554,2273,9583,4556,5027,11.5,9.7,23.3,1383,180,640,69,1438,59413409.2515259,55048.0896757143
69,6.5,Coummunity Reporting Area,Madison Park,CRA,637.059995315288,0.995406242680137,5Y24,6006,1049,17.5,2710,1.7,83.8,2917,53.8,18.2,1.8,0.6,1191,43.9,1519,56.1,7.3,1.8,4.1,194445,79.3,86.7,65.8,5.7,9.42768349004173,4.25391645987564,4.57884661013182,154,1267,1236,44.3,2878,3128,4957,36,0,435,0,0,369,209,1741,969,743,74,3755,2611,952,1272,108,35,392,743,356,143,25,0,1568,135,886,309,0,97,521,627,493,783,189,4626,336,5893,106,5852,1065,106,17,17,0,0,0,338,966,277,4480,5893,4676,3898,1995,2148,1510,638,2127,151,320,19,29,803,713,3503,113,5120,2034,3086,440,5893,29,99,19,13,176,0,5557,1741,0,0,0,0,0,3481,99,0,2508,1254,1066,3305,1822,1483,67.5,90.2,12.3,176,366,44,405,334,27750333.3955383,36285.8489218384
70,7.3,Coummunity Reporting Area,Ravenna/Bryant,CRA,1638.00998233651,2.55939059740079,5Y24,27852,8792,31.6,11058,0.7,82.2,12243,57,16.7,3.9,3.5,4980,45,6078,55,8.9,4,13.4,81589,62.7,82.7,37.5,18.5,17.0035593801883,6.75087460958359,7.47431342422969,1127,4577,3367,35.2,13532,14320,19060,508,299,4009,22,191,2388,1375,6017,5041,3333,131,15158,15714,5144,5614,2107,1405,2236,4647,2472,754,359,102,6978,1266,2323,1662,251,1038,1518,2349,2966,2315,872,22231,1977,27842,1119,26725,4460,1038,386,32,114,213,27,2425,4131,1166,18447,26741,18290,16163,10578,6932,4978,1890,11553,1455,2089,543,426,2708,2411,19908,1111,23800,7206,16594,528,26783,1873,931,646,469,680,355,21829,6017,139,29,8,63,39,18533,2445,779,14661,6213,4862,18043,9092,8951,24.7,13.8,14.5,1475,485,897,144,1603,71351714.8307495,45751.1362303122
71,8.1,Coummunity Reporting Area,Northgate/Maple Leaf,CRA,1143.75706777051,1.78712041839142,5Y24,17544,6454,36.8,8121,4.3,66.1,8497,36.5,24.5,6.4,3.9,4870,60,3251,40,16.2,4.1,13.2,69187,52.3,65.9,38,19.3,15.338921607014,7.10028399285001,7.42902513080243,971,2409,3095,36.8,8533,9011,11090,950,36,2697,0,111,1529,1131,3969,4152,2859,603,9186,9886,3323,4041,1304,1320,1034,2722,1685,735,355,32,3101,467,2086,2843,313,956,2106,2544,1260,794,461,15028,2432,17437,713,16573,4065,1060,315,93,25,113,84,2468,2256,606,13896,16904,11087,8138,8766,4245,2614,1579,6921,1386,1290,249,350,1731,1997,12040,640,15398,4576,10822,626,17437,1241,760,345,390,295,334,14072,3969,469,17,119,235,98,11779,1369,461,9572,3831,3336,11291,5887,5404,31.5,28.7,21.6,551,253,353,142,1755,49822057.8722534,31811.2761499977
72,8.3,Coummunity Reporting Area,Cedar Park/Meadowbrook,CRA,1205.32876397128,1.88332619370512,5Y24,14539,4936,34,6894,6.3,63.5,7473,53.2,21.9,7.6,5.9,3749,54.4,3145,45.6,15.1,8.4,10.4,72084,53,72.8,34.2,20.7,12.0622691788234,5.71960132875771,6.19996819405372,755,2129,2991,41,7632,6907,9603,1125,0,1738,9,77,980,1007,3190,3704,2530,734,7374,7979,2733,3724,830,845,1007,2273,1173,557,164,72,3976,377,1105,2015,309,496,1407,1691,1667,1055,578,12344,1860,14470,1211,13784,3018,1048,410,87,67,131,125,1858,1978,646,11604,14374,9112,7336,7038,3655,2321,1266,5100,864,1304,440,484,1245,2190,9419,165,12561,4063,8482,290,14428,691,851,241,700,307,195,11443,3190,183,48,59,38,38,9277,1029,255,7426,3184,2077,9123,4932,4191,13.3,17,22.6,645,99,385,79,1561,52504120.9593506,46764.1092581464
73,10.2,Coummunity Reporting Area,Whittier Heights,CRA,689.265771084296,1.07697776731921,5Y24,14573,3475,23.8,6770,1.4,78.8,6981,50.4,12.8,1.6,1,3258,48.1,3512,51.9,9.8,3.1,9.4,92535,69.3,82,56.6,11.1,21.1427878930865,9.82204584067767,10.1281686874108,756,2489,1146,36.4,7400,7173,11098,140,0,1267,70,104,1039,855,3378,3392,2113,158,8904,9369,3845,3340,877,452,978,1680,1904,559,368,35,3516,1351,1621,434,189,707,1105,1843,2212,773,130,12082,1179,14571,453,13817,1766,226,71,29,0,42,0,1061,2907,580,11300,14546,9698,8673,5873,4689,2769,1920,6765,1009,1239,165,406,1645,879,10938,27,12329,2542,9787,203,14542,455,581,187,155,165,67,12932,3378,132,22,0,48,62,10732,845,301,9248,4248,3474,10270,5323,4947,14.6,22.5,15.9,851,146,440,128,1074,30024416.9882813,23936.7332473405
74,12.3,Coummunity Reporting Area,Queen Anne,CRA,1882.1497239519,2.94085894367484,5Y24,46310,17713,38.2,26001,1.9,76.9,28952,19.4,20.7,3.7,2.2,16554,63.7,9447,36.3,10.6,4.1,11.4,108517,63.3,84.6,52.9,12.1,24.6048438180381,13.814522654131,15.3824106719896,1284,4291,4958,35.1,23336,22974,28597,1122,37,8477,45,350,3712,3970,8321,17680,13724,716,28294,31692,12228,10138,3605,5231,4430,8550,4619,969,750,146,5631,2958,11629,8658,565,3880,10174,6204,3381,1809,553,40358,4288,45841,1887,45026,9317,1673,572,155,105,312,0,5772,7006,1896,36814,44110,21677,20011,24099,16454,7038,9346,23080,2822,4477,491,1145,2505,3462,37061,2200,42312,8709,33540,1525,44625,1951,1061,314,697,763,607,39232,8321,326,21,131,40,134,35375,2426,720,30608,14378,11232,34847,17994,16853,32.4,43.5,14.3,1277,613,393,302,3711,81986441.9754639,53470.2369206604
75,3.5,Coummunity Reporting Area,Beacon Hill,CRA,833.404819189501,1.3021950299836,5Y24,9489,6998,73.7,3147,12,44.2,3364,88.9,43.6,23.8,15.6,783,24.9,2364,75.1,12,9.9,8.2,53155,55,55.8,50,18.9,11.3858232896088,3.77607607676244,4.03645374077815,639,1715,1845,40.3,4968,4521,2491,920,0,4715,2,7,565,789,2319,828,459,844,3119,4915,1235,2701,405,215,482,1631,1041,295,190,41,2990,235,131,0,215,26,207,870,881,826,337,7774,936,9489,937,8850,3855,2108,492,70,0,422,0,242,1480,505,7056,9424,8032,7374,2050,1731,1294,414,2439,1075,710,214,626,1078,1107,5929,65,7853,2675,5178,114,9477,426,716,179,125,248,96,7687,2319,242,101,91,50,0,5762,556,342,4644,1729,1250,5421,2927,2494,5.9,5.9,22.4,624,39,256,16,706,36303113.9238892,26384.8210147311
76,3.6,Coummunity Reporting Area,North Beacon Hill/Jefferson Park,CRA,1226.07313878429,1.91573927935046,5Y24,15960,9411,59,7380,10.1,57.9,7878,38.9,31.8,15.4,10.4,3880,52.6,3500,47.4,15.7,4.9,14,65252,50.7,55.6,45,22.8,13.0171679772914,6.01921677145428,6.42539156172314,542,2104,2770,38.9,8353,7607,6549,2169,61,3740,243,76,1784,1338,3670,3710,2422,1278,7322,9411,3282,3731,1316,1216,1122,2391,1676,606,305,29,3062,1940,1804,1033,304,809,1572,1859,1964,900,276,13725,2154,15829,775,15418,4903,2371,766,164,48,448,106,1975,2308,519,12651,15722,10177,8489,7233,3739,2039,1668,5706,1514,1617,216,757,1251,1897,11086,238,14109,3938,10152,342,15848,768,974,759,633,289,196,12229,3670,355,67,195,40,53,10842,1144,536,8969,3442,2520,10519,5765,4754,21,1.8,22.2,777,207,448,8,1637,53407745.9256897,37206.2046094961
77,5.1,Coummunity Reporting Area,Madrona/Leschi,CRA,824.974181181957,1.28902215809681,5Y24,12072,4622,38.3,5227,4.7,71.3,5472,55.5,16.5,5.8,3.5,1859,35.6,3368,64.4,13.3,3.2,8.4,112327,60.5,63.2,54.7,20.1,14.6331852261173,6.33595586289885,6.63293485398556,405,2175,2045,42.1,5886,6186,7450,1296,0,986,0,0,1224,1116,3069,2158,1355,428,6538,6207,2525,2341,521,347,757,1784,663,253,111,114,3035,1270,699,468,98,176,796,1357,1337,1148,413,9714,1288,11889,380,11667,1928,681,183,124,0,34,25,961,2298,615,9167,11844,8762,8449,3395,3164,1941,1181,4177,848,972,98,89,1537,1430,7852,228,10178,3516,6581,397,11946,971,437,128,325,444,91,9550,3069,353,18,162,152,21,7678,753,268,5714,2245,2395,7023,3310,3713,34.2,30.4,23.5,766,398,346,151,1229,35935875.3326111,40579.1596037095
78,6.3,Coummunity Reporting Area,North Capitol Hill,CRA,283.56881901554,0.443076279711781,5Y24,5052,1514,30,2928,1.5,81.4,3043,21.4,20.6,1.6,0,1605,54.8,1323,45.2,7.8,2.3,8.3,137786,70.4,93.4,58.8,9.8,17.8157810775491,10.325535826418,10.7310811201468,171,362,620,39.5,2650,2402,3538,100,0,786,0,39,288,301,981,1947,1471,70,3691,3710,1552,1125,308,746,536,940,492,190,0,0,650,899,1297,197,0,547,883,683,461,186,168,4690,364,5052,115,4881,1007,78,0,0,0,0,0,459,905,231,4536,5026,2495,2677,2349,2060,916,1144,3001,113,515,86,85,245,447,4070,26,4719,881,3838,38,5052,125,36,30,87,153,64,4557,981,0,0,0,0,0,4033,118,18,3668,1811,1164,3871,2128,1743,73.3,49.5,10.5,28,77,47,46,307,12352257.7561951,17921.5013322026
79,2.4,Coummunity Reporting Area,Roxhill/Westwood,CRA,978.220839318469,1.52847006143511,5Y24,13991,7114,50.8,5912,7,47.7,6155,56.8,29.6,11.1,3.9,2292,38.8,3620,61.2,13.5,7,12.3,58381,52.5,57.3,42.2,19.5,14.3024963665133,6.04362508175446,6.29203524665066,660,2417,1545,37.7,6965,7026,6877,1096,45,1696,14,70,1121,3072,3199,2713,1915,735,5031,8422,2461,3939,1033,491,904,2169,1639,773,326,150,3497,1129,1195,324,96,132,706,2417,1876,651,130,11551,1564,13968,984,13331,3941,1479,229,123,0,77,29,1165,2939,907,10539,13654,9992,8579,5075,3103,1833,1145,4344,1525,1686,380,779,1516,1160,10029,337,11889,2620,9246,532,13856,674,492,614,206,402,320,11148,3199,123,22,13,55,33,9686,775,245,8180,2873,2442,9450,4820,4630,8.2,8.3,20.1,1015,91,675,61,1189,42611299.7606812,33460.2702159495
80,2.5,Coummunity Reporting Area,Highland Park,CRA,961.394822098916,1.50217940952956,5Y24,7553,3963,52.5,3291,6.2,46.2,3560,62,26.2,13.2,5.3,1297,39.4,1994,60.6,16.7,4.9,6.4,60005,51.3,61.5,36.4,24.4,7.85629361255587,3.42315136752567,3.70295316572208,417,1112,1386,40,3698,3855,3590,623,1,1258,20,29,657,1375,1898,1393,1144,362,2721,3980,997,2276,254,464,508,695,1196,342,181,61,2208,290,411,637,117,101,544,864,1216,384,182,6423,1070,7535,367,7136,1872,941,176,24,0,142,10,854,1456,308,5886,7534,5837,5151,2383,1687,1168,507,2370,556,493,187,489,680,1194,5055,19,6513,2258,4240,145,7550,447,62,259,269,639,169,5705,1898,100,0,23,27,50,4916,270,139,3799,1577,1341,4469,2414,2055,13.5,0,27.3,217,34,292,0,900,41878358.4508972,30552.2976972428
81,3.3,Coummunity Reporting Area,Duwamish/SODO,CRA,2345.53684205214,3.66490131570646,5Y24,3191,1670,52.3,1600,4.3,56.8,1891,20.4,27.4,15.8,15.2,1041,65.1,559,34.9,10.9,5.5,16,75553,56.2,79.3,43.1,18.3,1.36045614069663,0.68214660768242,0.80621202195466,42,259,477,41,1800,1391,1521,195,39,574,31,11,480,340,579,1021,885,116,1522,2225,735,657,357,462,356,652,355,26,101,0,386,66,411,1028,37,455,409,414,155,124,43,2738,298,2997,165,3149,862,498,243,68,40,135,0,432,398,107,2680,2771,1595,1332,1439,899,459,440,1304,364,208,43,157,189,326,2455,420,2966,607,2165,89,2989,186,143,23,117,67,10,2443,579,6,0,0,6,0,2232,248,104,1863,926,727,2421,1406,1015,0,0,14.9,139,0,78,0,238,102171584.839813,53946.3734519274
82,4.2,Coummunity Reporting Area,Columbia City,CRA,1297.74608518,2.02772825809375,5Y24,22073,11546,52.3,9225,8,59.8,10066,46.4,30.3,14.9,11.9,5078,55,4147,45,12.6,4.4,13.4,68918,53.5,66.7,35.3,20.5,17.0087201587962,7.10847838829771,7.75652503594632,1480,4097,2487,37.9,11205,10868,10527,3570,96,3865,37,229,1699,2050,5104,4121,3059,1336,10013,12437,4413,4626,1664,1406,1206,3065,2464,702,326,261,4675,1749,1665,1977,595,759,1980,2566,2513,1062,345,17708,2228,21805,950,20593,6246,3062,1095,149,46,514,386,2637,3295,690,16735,21652,15904,10670,10982,4936,3402,1456,7261,2212,2108,500,722,2598,1772,15489,421,18160,4914,13237,434,21744,1596,916,537,507,534,377,17277,5104,363,116,69,113,65,14993,1264,421,12140,4943,3736,13719,7336,6383,20.7,0.2,20.4,1440,375,576,1,1880,56529819.4698486,45554.8328727845
83,5.2,Coummunity Reporting Area,Judkins Park,CRA,211.48239662078,0.330441244719968,5Y24,4393,2606,59.3,2457,6.1,60,2525,18.2,33,9.2,9.2,1798,73.2,659,26.8,18.2,3.5,20,74083,38.4,49,35.1,34.6,20.7724144902581,11.6179882546242,11.939528019099,239,474,781,35.4,2284,2109,1787,563,8,1006,15,0,540,474,573,1884,1319,223,2197,2586,846,977,516,849,338,699,460,163,62,18,460,354,596,1115,174,702,611,675,371,95,3,3889,708,4363,154,4154,1372,384,225,23,0,181,21,856,356,81,3659,4270,1654,1298,2972,943,281,662,1829,361,364,37,19,262,695,3138,123,3976,1122,2824,214,4393,401,385,162,276,192,103,2874,573,98,0,42,56,0,3134,375,141,2512,1137,789,2865,1554,1311,24.7,0,26.5,134,44,61,0,650,9212173.19689941,14319.1029916181
84,6.1,Coummunity Reporting Area,First Hill,CRA,438.861071363533,0.68572042400552,5Y24,20267,11306,55.8,10936,4.3,65.7,12682,1.5,33.2,9.6,7.9,9592,87.7,1344,12.3,15,4.4,13.6,78713,47.1,63.8,41.4,29.5,46.1809017077565,24.9190477661235,28.8975277770646,227,999,2256,31.6,11474,8793,8961,1912,34,5584,60,64,1608,2044,2693,8243,6322,643,9901,11851,3857,2727,1610,4447,2111,3303,1675,474,307,124,192,635,2901,8954,929,3248,4643,2534,349,127,35,16544,2482,18992,835,20040,6663,1924,868,105,37,504,222,4361,789,82,15065,17115,6539,2583,14532,5150,1719,3410,8445,1633,1409,218,436,482,1582,17012,3152,19335,6075,13260,1119,17480,2204,1184,496,385,583,309,12319,2693,388,71,179,138,0,14113,2121,634,11330,5285,3150,14278,8304,5974,8.5,0.9,19.9,582,54,223,2,2175,19116788.2685852,22011.3474341446
85,9.1,Coummunity Reporting Area,Broadview/Bitter Lake,CRA,1476.80900424116,2.30751406912681,5Y24,15699,6353,40.5,7829,4.9,53.1,8353,36.3,22.2,7.8,5.9,4266,54.5,3563,45.5,18.1,5.1,9.3,67586,41.6,63.7,21.8,21.2,10.6303523034563,5.30129487125035,5.65611394297537,775,2701,3860,45.8,7168,8531,9346,1165,8,1719,82,122,1333,1924,3571,4258,3767,606,6586,7845,1983,4188,729,1272,908,1965,2114,322,466,87,3035,615,1970,2725,262,742,2176,2085,1764,772,290,12719,2305,15420,779,14924,3320,1160,459,107,36,223,93,2497,2547,999,12404,15325,10410,8037,7288,3259,2275,929,4092,1217,1726,290,769,1505,2908,9138,374,13207,4773,8434,340,15393,688,1102,280,238,795,156,12134,3571,264,8,49,174,33,8939,698,242,7313,2773,2664,8913,4225,4688,15.7,9.8,27.3,1017,189,442,48,2135,64329800.2243958,39160.7183463069
86,10.1,Coummunity Reporting Area,North Beach/Blue Ridge,CRA,1284.41754886847,2.00690242010698,5Y24,12910,2977,23.1,5337,1.7,72.9,5657,68.2,10.3,1.1,0.7,1224,22.9,4113,77.1,10.6,2.9,5.3,94889,70.5,85.2,45.3,10.1,10.051248530023,4.15519081368962,4.40433097864759,712,2554,2086,42.6,6496,6414,9933,40,0,1054,0,33,1219,631,3295,2042,1232,161,7092,7329,2824,3208,390,227,745,1713,1237,569,220,21,3858,913,824,62,16,109,533,1194,2165,965,371,10301,1091,12855,376,12198,1261,129,36,14,9,13,0,493,2991,599,9733,12848,9701,10668,2180,3763,2807,926,5612,553,659,253,405,1466,1415,8270,62,10553,2669,7830,348,12898,258,521,105,134,126,165,11589,3295,101,23,13,12,53,8151,602,223,6922,3417,2532,8050,4453,3597,38.2,28.7,19.5,790,488,291,117,1041,55949228.4286804,39618.168546797
87,2.2,Coummunity Reporting Area,High Point,CRA,553.792757476462,0.865301183556971,5Y24,9337,5445,58.3,3728,5.6,50.5,3855,30.2,27.7,8.3,5.7,1812,48.6,1916,51.4,13.5,1.8,9,55873,53.3,59.5,43.6,33.3,16.8600977061295,6.73176012085795,6.96108778591936,773,2448,704,33.8,4513,4824,3892,2592,96,1237,14,108,597,801,2218,1510,1174,359,3211,4485,1721,1896,403,438,277,1006,924,354,203,0,1165,1556,617,517,88,56,587,1018,1576,287,204,6856,928,9304,169,8564,2376,713,213,11,0,86,116,820,1615,282,6362,9260,7285,4382,4878,1988,1319,659,2657,737,415,136,592,1019,553,6185,77,7100,2184,4916,379,9291,841,477,1039,396,259,80,6199,2218,162,35,20,86,21,6049,641,55,4357,1872,1399,5045,2753,2292,7.2,22.1,22.1,1069,83,236,67,824,24123212.5157166,22688.5350949208
88,2.3,Coummunity Reporting Area,Riverview,CRA,1012.10847613636,1.58141949396306,5Y24,5105,2791,54.7,1919,5,53.5,1945,82.2,24.6,7.5,0,475,24.8,1444,75.2,8.7,2,8,73289,68.4,64.1,67.9,12.4,5.04392574547731,1.89604182283467,1.92173076884493,387,1069,486,37.7,2849,2256,2314,487,51,1036,0,0,631,586,1239,680,296,189,2013,3116,645,1993,250,71,570,759,744,237,138,23,1598,264,57,0,13,0,97,580,859,156,227,4029,351,5098,100,4718,1160,352,0,0,0,0,0,177,1149,303,3760,5088,3832,3853,1235,1312,794,462,1877,521,473,45,218,593,348,3550,17,4116,944,3172,38,5098,308,43,50,17,187,28,4465,1239,32,0,0,32,0,3491,181,91,2988,1590,819,3264,1982,1282,14.8,12.2,18.6,420,73,129,18,356,44087445.2204437,39019.3474976913
89,3.1,Coummunity Reporting Area,South Park,CRA,618.119193747939,0.965811240231155,5Y24,4141,2657,64.2,1549,17.2,42.7,1642,59.3,38.9,21.7,8,708,45.7,841,54.3,14.4,8.4,5.8,59472,52.6,48.1,45.2,29,6.69935514361109,2.50598916142323,2.65644557976562,286,1138,263,33.3,2109,2032,1484,546,28,801,7,29,311,935,963,586,464,467,1162,2354,340,1661,137,119,303,848,718,52,93,0,973,424,185,29,95,89,377,287,622,145,29,2864,412,4002,338,3855,1501,838,124,56,0,36,32,372,677,137,2720,4098,3351,2277,1821,814,463,265,1012,495,289,293,219,579,181,2740,43,3247,697,2452,144,4100,155,287,271,405,70,0,2912,963,69,32,6,17,14,2659,285,135,2150,989,491,2588,1395,1193,9.5,14.3,26.3,324,34,355,59,407,26925272.0797272,32476.9823305925
90,3.4,Coummunity Reporting Area,South Beacon Hill/NewHolly,CRA,1560.23842494437,2.43787253897558,5Y24,16066,13501,84,5013,25.1,28.4,5276,63.2,58.8,35.3,22.4,2147,42.8,2866,57.2,16.1,5.4,19.4,38809,41,45.7,21.2,34.1,10.2971441692143,3.21297047928988,3.38153446015029,693,3565,2561,36.4,8251,7815,2565,3898,38,7509,14,122,740,1180,3531,1482,1198,2764,3120,7587,1372,3502,1470,801,530,2076,1798,1061,565,185,3336,1023,352,558,531,275,453,1046,1654,1015,570,12476,2013,16041,874,15373,9039,5432,1125,23,0,890,212,1081,1617,525,10996,15943,13945,9387,6556,2056,1615,314,2806,2241,1295,431,1113,1817,1793,9940,123,13061,4733,8303,417,16048,1125,2104,632,539,945,120,10583,3531,504,190,129,167,18,9480,1277,351,7151,2138,1433,8900,4506,4394,11,4.3,30.9,1557,192,820,37,1551,67963985.7905884,44404.5664360498
91,4.3,Coummunity Reporting Area,Seward Park,CRA,1012.37616842705,1.58183776316726,5Y24,11135,5447,48.9,4073,2.5,64.3,4136,77.4,25.4,9,4.1,1172,28.8,2901,71.2,10.7,6.1,11.3,73170,69.6,81.8,43,9.4,10.9988760574053,4.02320809895034,4.08543793205465,753,2291,2107,42,5860,5275,5688,1385,12,1907,0,47,950,1146,2632,1441,978,207,5253,6040,1958,2637,684,288,552,1449,1447,376,183,75,3203,403,407,117,181,118,497,644,1617,776,421,8625,919,10916,671,10382,2634,936,167,72,0,95,0,555,2263,694,8166,10893,8660,7791,3102,2836,2154,620,3519,939,901,264,474,1438,1228,6737,242,9023,2632,6391,294,10809,219,174,168,48,122,288,9790,2632,47,0,47,0,0,6546,285,155,5442,2208,1765,6823,3668,3155,34.5,5.9,19.1,501,264,481,30,778,44099105.8968964,41521.3825730995
92,6.2,Coummunity Reporting Area,Capitol Hill,CRA,433.172611346001,0.676832205228126,5Y24,27922,11571,41.4,20401,1.7,71.2,21801,3.5,19.9,3.2,3.3,17667,86.6,2734,13.4,14.2,5.9,22.8,92627,47.2,75,42.7,20.7,64.4592923667028,47.0966987885217,50.3286667461675,149,662,1459,32.3,16418,11504,16351,1051,278,4359,233,232,2627,2791,2740,17661,13791,387,16654,22308,6871,4599,5076,8340,3218,6612,4322,641,523,121,763,485,11519,9011,525,5546,9602,4171,585,90,407,27244,3880,27917,1638,27773,5528,878,682,105,126,385,66,7694,2148,645,23403,27829,6058,4282,23547,9630,2056,7534,15658,2656,3038,230,929,507,1300,25801,93,27313,3472,23841,1330,27896,2106,948,562,765,631,772,22112,2740,153,29,70,0,54,25598,2751,1216,22111,9903,6290,24234,14635,9599,7.8,4.4,17.1,270,23,43,2,3492,18868998.9503784,18947.2700325132
